MessageID,Sender,TimeSubmitted,MessageText,URL,Subdomain,SLD,TLD,RedirectedURL,Brand,DomainRegistrar,DomainCreationDate,DomainLastUpdateAtSubmission,DomainLastUpdate,DomainStatus,DomainActiveFor,Detected,Malicious,Malware,Phishing,Suspicious,ImageText
60,ctnlysg@na02wsmtpp01.alarm.com,20/05/2022 01:49,"/ -tm---deals / rush hour is back, get your golden chance to win prizes worth up to $100.00 at: agsearch.us/clickthrough.php? client_id=101&url=//nxm.us/ adx7v",agsearch.us/clickthrough.php?Client_ID=101&url=//nxm.us/adx7V,,agsearch,us,https://agsearch.us/clickthrough.php?Client_ID=101&url=//nxm.us/adx7V,TM,"GoDaddy.com, LLC",27/06/2017,27/06/2023,02/07/2024,Active,2590,0,0,0,0,0,"10:52 aw > oe)

< _@

ctnlysg@na02wsmtpp01.alarm.com

Text Message
Today 10:51 AM

| -TM---Deals / Rush Hour is
back, Get your golden chance to
win prizes worth up to $100.00
at: agsearch.us/
clickthrough.php?
Client_ID=101&url=//nxm.us/
adx7V

ce 6)
* OO@006
"
61,fogduj93299@outlook.com,20/05/2022 01:54,"cloud mining platform: https://usdt777.vip copy the website browser and open the registration to get $100 for free, which will be credited to the account in seconds. participating in cloud mining can earn around $300-800 per day. permanent income is guaranteed and risk free! invite your friends to join and get great rewards",https://usdt777.vip,,usdt777,vip,https://usdt777.vip/,,,,,,Inactive,,0,0,0,0,0,"8:07 all S ©)

<O o4 CK
fogduj93299@outlook.com

iMessage
Today 8:07 PM

Cloud mining platform: https://
usdt777.vip

Copy the website browser and
open the registration to get
$100 for free, which will be
credited to the account in
seconds. Participating in cloud
mining can earn around
$300-800 per day. Permanent
income is guaranteed and risk-
free! Invite your friends to join
and get great rewards

The sender is not in your contact list.

Report Junk

* OO@QOaO0O6
"
62,+1 (628) 688-7254,21/05/2022 08:15,"free msg: your bill is paid for march. thanks, here's a little gift for you: consensuscelebrated.com/5htsjydwth",consensuscelebrated.com/5hTSjydwTh,,consensuscelebrated,com,http://consensuscelebrated.com/5hTSjydwTh,,,,,,Inactive,,9,3,0,6,0,"Text Message
Thu, Apr 7, 5:12 PM

+1 (628) 688-7254

Free Msg: Your bill is paid for
March. Thanks, here's a little gift
for you: consensuscelebrated.com/
5hTSjydwTh
"
63,+1 714-515-0448,22/05/2022 03:04,we pay $650 weekly to vehicle owners who help us advertise our brand (pro active pest control) with their respective vehicle's exterior part. click here to read more and apply https://forms.office.com/r/kvesbj9ft4,https://forms.office.com/r/KVEsBj9FT4,forms,office,com,,Pro Active Pest Control,"MarkMonitor, Inc.",20/04/1999,19/03/2023,19/03/2024,Active,9233,0,0,0,0,0,"& +1 714-515-0448 G
+1 714-515-0448 ~

ee) +1714-515-0448

We pay $650 weekly to vehicle owners who help
us advertise our brand (Pro Active Pest Control)
with their respective vehicle's exterior part. Click
here to read more and apply https://
forms.office.com/1/KVESBj9FTA
"
64,,22/05/2022 03:07,mother's day special! free brow threading w/ brazilian & €20 off aqua facial only ¡ grace threading! code j33ah until 05/31/2022. reply stop to unsubscribe.,,,,,,,,,,,,,,,,,,"@ +1 844-539-5897
+1 844-539-5897

@ +1 844-539-5897

Mother's Day Special! FREE brow threading w/
Brazilian & €20 off Aqua Facial only ; Grace
Threading! code J33AH until 05/31/2022. Reply
STOP to unsubscribe.
"
65,+1 216-434-3987,22/05/2022 03:09,citi alerts - we have blocked access to your debit card due to unusual activity. verify your details at citi-actvity.org,citi-actvity.org,,citi-actvity,org,http://citi-actvity.org/,CITI,,,,,Inactive,,7,2,0,5,0,"iB) +1 216-434-3987
+1 216-434-3987

® +1216-434-3987

CITI Alerts - We have blocked access to your
debit card due to unusual activity. Verify your

details at citi-actvity.org
"
66,53789546754489784327@ngf6rte.vc90zsx,25/05/2022 03:08,(discovercard_customer servi ce#2627457643) you have a pending issue. please visit: http://r2s9hq82ne.mmnrxeqmcv.nikxc.org to resolve it.,http://r2s9hq82ne.mmnrxeqmcv.nikxc.org,r2s9hq82ne.mmnrxeqmcv,nikxc,org,http://r2s9hq82ne.mmnrxeqmcv.nikxc.org/,Discover Card,,,,,Inactive,,0,0,0,0,0,"al) Verizon = 6:04 PM @ 100% a)

<

53789546754489784327@ngf6rte.vc90zsx.... >

Text Message
Today 6:03 PM

(DiscoverCard_Customer_Servi
ce#2627457643) You have a
pending issue. please visit:
http://
r2s9hq82ne.mmnrxeqmcv.nikx
c.org to resolve it.

a ®
0@@Q@0 «
"
67,chaieamimondona11@hotmail.com,26/05/2022 07:19,sexyjessie.us..*,sexyjessie.us,,sexyjessie,us,http://sexyjessie.us/,,"NameCheap, Inc.",25/05/2022,,08/07/2023,Inactive,410,0,0,0,0,0,"12:16 7

<

chaieamimondona11@hotmail.com

*)

Text Message
Yesterday 9:46 PM

#} sexyjessie.us..%*

a ©
"
68,+63 961 978 3405,27/05/2022 21:20,"hi andrew, this is cess and this is my new number, im here in the philippines now so text me back when you receive my message because im not quiet sure if i get your number right.  im sorry i got the wrong number i hope i didnt bother you 8:52 am",,,,,,,,,,,,,,,,,,"e& +639619783405 (yy &

last seen today at 12:01 PM

Wed, May 11

@ Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.

Tap to learn more.

Hi Andrew, this is Cess and this is
my new number, Im here in the
philippines now so text me back
when you receive my message
because im not quiet sure if i get
your number right. 4:52 AM

Fri, May 20

im sorry i got the wrong number i
hope i didnt bother you © a:5> any

This sender is not in your contacts.

Block Report

Add to Contacts

a eon!
"
69,+1 (818) 570-0699,27/05/2022 21:22,"hi jim, i need a lot of precious metal raw materials for the project at hand recently, can you give me a price list?",,,,,,,,,,,,,,,,,,"sy +1(818)570-0699 CK &

«

Tue, May 17

@ Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.

Tap to learn more.

Hi Jim, | need a lot of precious
metal raw materials for the project
at hand recently, can you give me a
price list? 11:22 AM

This sender is not in your contacts.

Block Report

Add to Contacts
"
70,+1 (809) 383-4474,27/05/2022 21:27,"dear. you are invited to join the ""bitcoin"" analysis group and join in the investment plan and earn 500-5k usd a day. reply ""1"" and long press the link to join. https://chat.whatsapp.com/dzeaqjxgnbi6s4cucfchxn",https://chat.whatsapp.com/DzeAqjxgNbi6S4cuCFchXN,chat,whatsapp,com,https://chat.whatsapp.com/DzeAqjxgNbi6S4cuCFchXN?_fb_noscript=1,Whatsapp,"RegistrarSafe, LLC",04/09/2008,,27/09/2023,Active,5808,0,0,0,0,1,"+1(809) 383-4474 CK &

Fri, Apr 22

@ Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.

Tap to learn more.

Dear. You are invited to join the
""BitcOin"" analysis group and join in
the investment plan and earn
500-5K usd a day. Reply ""1"" and
long press the link to join.
https://chat.whatsapp.com/
DzeAqjxgNbi6S4cuCFchXN

6:14 AM
This sender is not in your contacts.

Block Report

Add to Contacts
"
71,+1 (541) 933-5630,28/05/2022 21:11,"hi, lucy. i'm aisha. do you remember me? last time we met at an auction in northern california.",,,,,,,,,,,,,,,,,,"a!) Verizon > 12:09 PM 14%)

<1 £ +1 (541) 933-5630 (yy

tap here to add to contacts

Today

@ Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.

Tap to learn more.

1 UNREAD MESSAGE

Hi, Lucy. I'm Aisha. Do you

remember me? Last time we met at

an auction in Northern California.
12:06 PM
"
72,16292514232,30/05/2022 01:48,dale we are still in the market to buy your 2022 buena village dr home. our new offer value has increased! we can close in less than a week and you won't have any realtor fees. please review 5dexqo.com/82a103,5dexqo.com/82a103,,5dexqo,com,http://5dexqo.com/82a103,,,,,,Inactive,,0,0,0,0,0,"16:45 OES ul O
€ 416292514232 . Q :

Add to contacts Block number

Saturday, May 28, 2022

Dale We are still in the market to buy
your 2022 Buena Village Dr HOME.
Our new OFFER value has increased!
We can CLOSE in less than a week
and you won't have any REALTOR
fees. Please review 5dexgo.com/
82a103

MMS 11:47

Aod+ | eS

Il O <
"
73,(445) 205-7741,30/05/2022 02:11,[u.s. postal service] we're sorry to let you know that your package could not be delivered. to reschedule a delivery please visit https://bit.ly/3nr5x9f preview not available,https://us.awaiting.host/,us,awaiting,host,,U.S. Postal Service,,,,,Inactive,,3,0,0,3,0,"€ (445) 205-7741 m & Q@

12:54

Texting with (445) 205-7741 (SMS/MMS)

[U.S. Postal Service] We're

sorry to let you know that your
package could not be delivered. To
reschedule a delivery please visit

https://bit.ly/3NR5x9f

eo Preview not available

6 min
"
74,,30/05/2022 16:13,"dear. you are invited to join the """"bitc0in"""" analysis group and join in the investment plan and earn 500-5k usd a day. 👇👇👇please click the """"link"""" below to join👇👇👇\nhttps://chat.whatsapp.com/f6wo68ccsrq88c9lsdsgcn",https://chat.whatsapp.com/F6Wo68CcSRq88C9LSdsGcN,chat,whatsapp,com,https://chat.whatsapp.com/F6Wo68CcSRq88C9LSdsGcN?_fb_noscript=1,Bitcoin,"RegistrarSafe, LLC",04/09/2008,,27/09/2023,Active,5808,0,0,0,0,1,"SANTA
BIBLIA

"
75,+1 (252) 631-6248,30/05/2022 17:00,"is this vince's number, please?",,,,,,Vince,,,,,,,,,,,,"< Mail all > 7:57 AM @ @ 100% a=)

< A) +1 (252) 631-6248 (yy &

Friday

@ Messages and calls are end-to-end
encrypted. No one outside of this chat, not
even WhatsApp, can read or listen to them.

Tap to learn more.

1 UNREAD MESSAGE

Is this Vince's number, please?
6:25 PM

This sender is not in your contacts.

Block Report

Add to Contacts
"
76,monthly-subscription9009@f05g.com,05/06/2022 16:59,from: netflix msg: netflix monthly payment unsuccesful and your account is temporary locked. see the complete details in the attachment below. subscription-failed56756... additional media content is included. please check the message in detail,,,,,,Netflix,,,,,,,,,,,,"monthly-subscriptionQ9009@f05g.com

From: NETFLIX

Msg: NETFLIX monthly
payment Unsuccesful

and Your account is temporary
Locked.

See The Complete Details In
The Attachment Below.

Additional media content is
included. Please check the
message in detail
"
77,+1 (405) 673-6215,05/06/2022 18:45,"hi jim, i need a lot of precious metal raw materials for the project at hand recently, can you give me a price list?",,,,,,,,,,,,,,,,,,"Tr4ABa . 9% A 035%

& $® +1 (405) 673-6215 ae & :

Today

@ Messages and calls are end-to-end encrypted. No one outside of this
chat, not even WhatsApp, can read or listen to them. Tap to learn more.

Hi Jim, | need a lot of precious metal raw materials
for the project at hand recently, can you give me a

price list? 17:38

The sender is not in your contact list

§! REPORT

@ _sLock

+2 ADD TO CONTACTS

© Message NS) [O]

< @ a
"
78,pretymee1@gmail.com,18/06/2022 01:59,"aw lottery program dear sir/madam, we are pleased to inform you about the result of our lottery draws held on 05/04/2022 and announced on 06/14/2022. your e-mail address attached to ticket number 27522465896-532 with serial number 652-662 drew lucky numbers 7-14-18-23-31-45 which consequently won in the 1st category. you have therefore been approved for a lump sum pay of gbp1.3 million note that. all participants in this lottery program have been selected randomly through a computer ballot system drawn from over 200,000 companies and 400,000,000 individual email addresses from all search engines and web sites. this promotional program takes place every year, and is promoted and sponsored by eminent world personalities like the (sultan of brunei, bill gates of microsoft inc and other corporate organizations). this is to encourage the use of the internet and computers worldwide. for security purpose and clarity. (we advise that you keep your winning information confidential until your claims have been processed and your money remitted to you.) this is part of our security protocol to avoid double claims and unwarranted abuse of this program by some participants. we look forward to your active participation in our next year usd500 million slot. you are requested to contact our lottery coordinator: mr. mikel duve e-mail: mrduvan606@gmail.com all winnings must be claimed not later than 6/25/2022. please note, in order to avoid unnecessary delays and complications, remember to quote your winning numbers, serial numbers, and ticket numbers in all correspondence. furthermore, if there should be any change of address do inform our agent as soon congratulations once more and thank you for being part of our promotional program. you are required to reply to this email:paymentunite0@gmail.com for further details. note: you are automatically disqualified if you are below 18 years of age. sincerely yours,",,,,,,Microsoft Inc,"MarkMonitor, Inc.",13/08/1995,11/07/2023,11/07/2023,,10195,,,,,,"LOTTERY PROGRAM

© Tis message was identified asjunk Wel delete afer 27 days ts rtjune
© Retention: nk Emal 20 Gay) Exes: Thu 7/14/2022 105 9M

© Amanda wilson <pretymee1@gmail.com>

LOTTERY PROGRAM
DEAR SIR/MADAM,

We ae pleased to inform you about the rsut of our Lotery DRAWS HELD on 05/04/2022 and announced on 06/14/2022 Your e-mail address atached to tcket number
2752246586532 with serial number 652-662 drew lucky numbers 7-4-18-23-31-45 which consequently won in the Tst category. You have therefore been approved for lump
‘sum pay of GBPL.3 Milion note that Al paricipant in this lotery program have been selected randomly through 2 computer ballot system drawn fom over 200000
‘companies and 400.000.00 individual email addresses fom al search engines and wel stes

‘This promotional program takes place every yea, and is promoted and sponsored by eminent world personalities lke the (SULTAN of Brunei Bll Gates of Microsoft Inc

‘and other corporate organizations) This iso encourage the use of the intemet and computers wordwide. For securty purpose and cay, (we advise that you keep

{your winning Information confidental unt your claims have been processed and your money remited to you.) This is par of our securty protocol to avoid double

ims and unwarranted abuse of this program by some paricipants We look forward to your active participation in our next year USDSOO milion slot You ae requested

to contact our LOTTERY COORDINATOR:

Me. Mikel Duve
E-Mait miduvané05@emsiicom

[Al winnings must be claimed not later than 6/25/2022 Pease note, in order to avoid unnecessary delays and complications, remember to quote your WINNING NUMBERS,
‘SERIAL numbers and TICKET numbers in ll conespondence. Furthermore, f there should be any change of address do inform our agent as soon as possible,
‘Congratulations once more and thank you for being part of our promotional program. You are requited to reply to this emlinaymentunite0 @omailcom for further details

NOTE: YOU ARE AUTOMATICALLY DISQUALIFIED IF YOU ARE BELOW 18 YEARS OF
AGE,

Sincerely yours

6562 =
Tusswatea.0s
"
79,+1 (816) 629-6188,27/06/2022 06:51,are you mr. freddy? i'm alice and i'm not sure if the number is correct,,,,,,,,,,,,,,,,,,"eg

+1 (816) 629-6188

Text Message
Today 9:48 PM

Are you Mr. Freddy? I'm Alice

and I'm not sure if the number
is correct

a &
*08@O200

"
80,13479660158,05/07/2022 14:41,click the link to upgrade your wells fargo account web:https://express.adobe.com/page/ikvuzszq2z1lj/,https://express.adobe.com/page/IkvuZSZq2z1lj/,express,adobe,com,,Wells Fargo,NOM-IQ Ltd dba Com Laude,17/11/1986,26/09/2023,03/05/2024,Active,13770,0,0,0,0,0,"s40040™M ONES wll a

< +13479660158 & Qi

Add to contacts Block number

Tuesday, July 5, 2022

Os) click the link to Upgrade Your Wells Fargo
Account web:https://express.adobe.com

age/IkvuZSZq2z1\j 8:13 AM

| nL
"
81,+44 7407082655,07/07/2022 12:32,we are hiring few freelancer for our new projects. may i show you job sample and salary details?,,,,,,,,,,,,,,,,,,
82,+1 (805) 518-2454,16/07/2022 05:25,regionsbank - our team locked your debit on july 15th. please visit: regions-protect.com to unlock it. reply stop to opt out,Regions-PROTECT.com,,Regions-PROTECT,com,http://regions-protect.com/,Regions Bank,,,,,Inactive,,1,1,0,0,0,"+1 (805) 518-2454

Text Message
Today 7:45 PM

REGIONSBANK - Our team
locked your debit on July 15th.
Please visit : Regions-
PROTECT.com to unlock it.
Reply STOP to OPT OUT

a &

OS ———S-lOle | [CU
"
83,+1 (347) 805-7315,23/07/2022 11:21,"dear 02055666420friend, bitcoin trading study group : https://rebrand.ly/v7qj08h",https://rebrand.ly/v7qj08h,,rebrand,ly,https://chat.whatsapp.com/GAwFlXOetjMCwsG78mM0q6?_fb_noscript=1,,"RegistrarSafe, LLC",04/09/2008,,27/09/2023,Active,5808,0,0,0,0,1,"Qe

+1 (347) 805-7315

Text Message
Yesterday 7:04 AM

Dear 020556664 20friend,
Bitcoin Trading Study Group :
https://rebrand.ly/v7gjO8h

a &
"
84,+1 (978) 943-6780,04/08/2022 15:28,(1) u have usdt (2) how can u invest and register (3) how can u participate send me a message by https://wa.me/+639162024192,https://wa.me/+639162024192,,wa,me,https://api.whatsapp.com/send/?phone=+639162024192&text&type=phone_number&app_absent=0&_fb_noscript=1,Whatsapp,"RegistrarSafe, LLC",04/09/2008,,27/09/2023,Active,5808,0,0,0,0,0,"e

+1 (978) 943-6780

Text Message
Today 6:24 AM

(1) U have usdt

(2) How can u invest and
register

(3) How can u participate
Send me a message by
https://wa.me/+639162024192

"
85,19164124369,09/08/2022 07:57,dale safedriveralert: it looks like you were over charged on yourautopolicy. it's not too late to-apply safedriverdiscountperks and getreimbursed. kzrp1h.com/bff4948af7,kzrp1h.com/bff4948af7,,kzrp1h,com,http://kzrp1h.com/bff4948af7,,,,,,Inactive,,0,0,0,0,0,"22:54 ONS ul Of

< 419164124369 GQ

Add to contacts Block number

Thursday, August 4, 2022

Dale SAFEDRIVERALERT:

It looks like you were over
charged on yourAutOPOlicy.

It's not too late to-apply
SAFEDRIVERDISCOUNTPERKS and
getREIMBURSED. kzrp1h.com/
bff4948af7

MMS 13:12

A oO + |

Il O <
"
86,amazon-lpmjg-v9wx72q2@piasi.o�,09/08/2022 08:01,"unusual activity : we've suspend your amazon account due to unusual activity. login attempt blocked from : mozilla firefox 8.7 [168.254.81.174 - turkey] our system has suspend your amazon account for security reasons. to unlock your amazon account, please verify with link below: http://www.xprswebsite.com/free/userf111/redirf111/?=5826865 you need to take action within 2 days before account will be suspended. regards, amazon teams",http://www.xprswebsite.com/free/userf111/redirf111/?=5826865,www,xprswebsite,com,http://ww1.xprswebsite.com/free/userf111/redirf111/?=5826865&usid=27&utid=6877737956,Amazon,"GoDaddy.com, LLC",28/12/2016,,20/12/2023,Active,2771,4,0,0,4,0,"8:32 Aa OMEB u MO Aés.ull 50% 5

< amazon-lpmjg-v9wx72q2@piasi.o...
8:29 PM, Aug 8

Unusual Activity

: We've suspend your Amazon account due to
unusual activity.

Login attempt blocked from :
Mozilla Firefox 8.7
[168.254.81.174 - Turkey ]

Our system has suspend your Amazon
account for security reasons.

To unlock your Amazon account, please verify
with link below:
http://www.xprswebsite.com/free/userf111

/redirf111/?=5826865

You need to take action within 2 days before
account

will be suspended.

Regards,
Amazon Teams

Ol} <

Copy text Share More

lI O <
"
